Shipment_ID,Order_Date,Dispatch_Hour,Warehouse_ID,Region,Carrier_Type,Expected_Delivery_Hours
SHP221047,2024-05-26,17,WH_N1,East,Road,23.397509912234643
SHP221048,2024-01-11,4,WH_E1,South,Road,21.268811947219668
SHP221049,2024-01-28,6,WH_W1,North,Air,21.273440177289615
SHP221050,2024-05-26,21,WH_N2,West,Road,28.01345748941859
SHP221051,2024-05-06,11,WH_S1,West,Air,27.17750304408502
SHP221052,2024-01-02,15,WH_S1,West,Road,34.15706134399338
SHP221053,2024-04-06,8,WH_N2,South,Road,24.28863483730034
SHP221054,2024-01-21,21,WH_N2,West,Road,23.51058229283284
SHP221055,2024-02-22,4,WH_E1,South,Road,22.728485065345104
SHP221056,2024-03-23,20,WH_W2,East,Road,21.627484672116296
SHP221057,2024-01-17,16,WH_W1,West,Road,17.34055760416408
SHP221058,2024-01-26,6,WH_W1,North,Road,25.18227786194093
SHP221059,2024-03-27,5,WH_E1,North,Road,25.914682048493166
SHP221060,2024-04-19,23,WH_S1,West,Road,27.12520493967602
SHP221061,2024-02-01,19,WH_N1,West,Air,26.262557020358983
SHP221062,2024-03-31,0,WH_W1,West,Road,28.41618590944813
SHP221063,2024-06-28,2,WH_S1,East,Road,23.800434289015506
SHP221064,2024-02-05,19,WH_S1,South,Air,19.27304127362486
SHP221065,2024-05-22,10,WH_S1,East,Air,22.221652130618036
SHP221066,2024-02-23,20,WH_W1,East,Road,20.2576188308126
SHP221067,2024-02-05,5,WH_N1,North,Road,17.253601498441014
SHP221068,2024-02-10,12,WH_N1,West,Road,29.52141987748314
SHP221069,2024-01-27,9,WH_E1,North,Road,31.42762155433697
SHP221070,2024-02-18,4,WH_W1,South,Road,27.919062069084262
SHP221071,2024-03-05,13,WH_E1,West,Road,25.360650778345462
SHP221072,2024-01-24,5,WH_N1,East,Air,26.162712656778137
SHP221073,2024-05-08,11,WH_S1,East,Road,23.057149254973446
SHP221074,2024-04-07,6,WH_N1,South,Air,22.03649477831908
SHP221075,2024-03-17,6,WH_W1,East,Road,27.1970312863461
SHP221076,2024-03-27,21,WH_W1,South,Road,18.218901868864585
SHP221077,2024-02-14,0,WH_W2,South,Air,25.359036775310255
SHP221078,2024-06-17,13,WH_E1,South,Road,21.935707950839795
SHP221079,2024-04-06,0,WH_N1,North,Road,22.360215021698835
SHP221080,2024-06-03,23,WH_E1,North,Air,22.096816649073862
SHP221081,2024-05-22,1,WH_W2,South,Air,24.68765005317756
SHP221082,2024-06-08,5,WH_S1,North,Road,21.696564417832885
SHP221083,2024-02-09,14,WH_E1,West,Road,28.270593370021796
SHP221084,2024-02-16,6,WH_N2,West,Road,25.76485683387897
SHP221085,2024-05-20,18,WH_N2,South,Road,25.398943664693405
SHP221086,2024-02-15,5,WH_S1,South,Road,25.42506467078431
SHP221087,2024-04-23,23,WH_N1,North,Road,27.32331953372279
SHP221088,2024-06-06,16,WH_N2,South,Road,23.407833102956786
SHP221089,2024-05-25,3,WH_S1,South,Road,23.73425964658432
SHP221090,2024-02-22,14,WH_S1,South,Air,20.53574802307588
SHP221091,2024-03-09,3,WH_E1,West,Air,19.900982662442335
SHP221092,2024-04-18,18,WH_E1,North,Road,30.01769241259213
SHP221093,2024-05-14,9,WH_W1,North,Road,30.16165487011777
SHP221094,2024-01-16,8,WH_E1,West,Air,25.957484055007292
SHP221095,2024-03-20,2,WH_N1,South,Road,14.622500019866088
SHP221096,2024-01-27,16,WH_S1,South,Road,24.245606429484006
SHP221097,2024-01-24,16,WH_W2,West,Road,21.902182696598405
SHP221098,2024-01-09,0,WH_N2,South,Road,20.66991141555189
SHP221099,2024-06-18,9,WH_E1,West,Road,24.325422992574595
SHP221100,2024-02-03,15,WH_E1,West,Road,19.999959678628755
SHP221101,2024-03-24,10,WH_S1,South,Road,21.008642077071002
SHP221102,2024-03-28,12,WH_W2,North,Road,25.261544489985067
SHP221103,2024-01-21,22,WH_S1,South,Air,26.538688283960106
SHP221104,2024-05-13,11,WH_W2,East,Air,21.102293381663625
SHP221105,2024-04-27,18,WH_W1,North,Road,23.602664915496685
SHP221106,2024-01-26,10,WH_N2,South,Road,16.88284181362598
SHP221107,2024-06-13,3,WH_E1,North,Road,21.882955257303735
SHP221108,2024-01-26,14,WH_W1,South,Air,27.595540876407455
SHP221109,2024-04-26,15,WH_E1,North,Road,26.272884629280263
SHP221110,2024-01-12,15,WH_N2,South,Road,22.36062071194126
SHP221111,2024-06-21,1,WH_E1,East,Air,32.487306731632
SHP221112,2024-03-09,8,WH_N2,East,Air,20.890718858930533
SHP221113,2024-02-01,23,WH_E1,South,Road,25.417511874737542
SHP221114,2024-03-11,3,WH_N2,North,Road,28.021899606613328
SHP221115,2024-01-07,15,WH_N2,West,Road,22.17243962946305
SHP221116,2024-01-17,6,WH_E1,North,Air,23.32943647349938
SHP221117,2024-03-12,20,WH_W2,West,Road,25.17701891947816
SHP221118,2024-02-17,7,WH_W2,North,Road,25.469112947163485
SHP221119,2024-03-28,0,WH_W2,South,Air,25.121240833777374
SHP221120,2024-05-13,8,WH_W2,South,Air,23.26481112250856
SHP221121,2024-05-15,22,WH_E1,South,Road,17.460080488109682
SHP221122,2024-03-24,7,WH_E1,South,Road,22.868455096623755
SHP221123,2024-01-19,6,WH_W1,West,Road,23.245976523710166
SHP221124,2024-05-16,10,WH_N2,East,Road,23.930061045305813
SHP221125,2024-03-06,3,WH_N2,North,Air,24.186143444205367
SHP221126,2024-01-18,12,WH_W1,North,Road,16.954608532145564
SHP221127,2024-03-24,2,WH_W1,North,Air,21.08304241767845
SHP221128,2024-05-03,18,WH_E1,East,Air,26.66240624391567
SHP221129,2024-05-08,13,WH_W1,East,Air,25.424269637822295
SHP221130,2024-01-29,1,WH_S1,South,Air,21.738996242072762
SHP221131,2024-01-29,3,WH_E1,South,Road,29.8926373235286
SHP221132,2024-05-28,18,WH_N2,West,Air,19.148854786235482
SHP221133,2024-02-24,22,WH_E1,North,Road,20.6516368521819
SHP221134,2024-04-28,4,WH_W1,North,Air,27.303112944180967
SHP221135,2024-04-27,19,WH_E1,North,Air,26.50895866464364
SHP221136,2024-06-27,9,WH_W1,South,Air,25.832895082260656
SHP221137,2024-01-09,21,WH_S1,East,Air,25.59997731413382
SHP221138,2024-04-16,11,WH_W2,West,Road,21.922138994223832
SHP221139,2024-03-07,9,WH_E1,South,Road,27.849289655146997
SHP221140,2024-01-13,20,WH_N1,West,Air,37.079813938355244
SHP221141,2024-06-17,6,WH_W2,South,Road,15.480208225362068
SHP221142,2024-03-11,10,WH_E1,South,Road,20.507748781872028
SHP221143,2024-02-09,18,WH_W2,South,Air,22.87111082511362
SHP221144,2024-06-03,9,WH_W2,West,Road,22.88761467918966
SHP221145,2024-02-01,19,WH_W1,South,Road,25.241526809760394
SHP221146,2024-05-30,8,WH_W1,West,Road,18.356006846392333
SHP221147,2024-06-09,23,WH_N2,North,Road,25.2992349634196
SHP221148,2024-02-05,12,WH_N1,West,Road,19.49756698762154
SHP221149,2024-04-10,19,WH_W1,South,Road,24.346934329784307
SHP221150,2024-03-13,15,WH_N2,East,Air,19.797743019685317
SHP221151,2024-03-24,2,WH_S1,West,Road,22.6998963087249
SHP221152,2024-06-04,6,WH_S1,West,Road,24.780049597100458
SHP221153,2024-06-13,1,WH_N1,South,Road,18.517210027402477
SHP221154,2024-05-03,0,WH_E1,West,Road,32.429338135955845
SHP221155,2024-05-16,9,WH_N1,West,Road,26.39710900805874
SHP221156,2024-01-28,3,WH_S1,West,Road,22.260745144032747
SHP221157,2024-01-28,12,WH_E1,South,Road,28.182722159377263
SHP221158,2024-06-26,15,WH_N1,West,Road,30.471405300758274
SHP221159,2024-02-06,3,WH_N1,South,Road,21.21935600625641
SHP221160,2024-01-07,22,WH_E1,North,Road,25.555930451423908
SHP221161,2024-02-03,3,WH_W1,North,Air,15.71727008501877
SHP221162,2024-02-12,11,WH_E1,North,Air,19.207325373483375
SHP221163,2024-06-03,2,WH_N2,North,Air,26.97578925514401
SHP221164,2024-03-29,6,WH_N2,East,Air,21.681365268155865
SHP221165,2024-05-07,5,WH_N2,North,Air,26.148622729547984
SHP221166,2024-05-27,15,WH_S1,North,Road,19.32897119354555
SHP221167,2024-03-10,12,WH_N1,East,Road,22.718492629934072
SHP221168,2024-01-12,11,WH_S1,South,Air,20.517260742993514
SHP221169,2024-02-20,21,WH_E1,North,Air,28.141663654065304
SHP221170,2024-04-08,22,WH_E1,West,Road,22.81863069966451
SHP221171,2024-01-19,16,WH_E1,East,Road,24.64910382762004
SHP221172,2024-04-10,13,WH_W1,East,Road,27.350600177984248
SHP221173,2024-04-02,16,WH_N2,South,Road,27.85383905328284
SHP221174,2024-01-03,11,WH_W2,West,Road,24.077270896496472
SHP221175,2024-03-14,4,WH_W1,West,Air,23.973246338309703
SHP221176,2024-03-16,8,WH_N1,East,Road,30.43082492866338
SHP221177,2024-06-15,7,WH_W1,East,Road,18.930419283993746
SHP221178,2024-03-09,1,WH_N1,North,Road,24.618979602326792
SHP221179,2024-05-09,22,WH_N1,North,Air,23.239997238849128
SHP221180,2024-06-07,0,WH_S1,North,Road,24.042618036718366
SHP221181,2024-05-15,5,WH_N1,North,Road,24.140904504088912
SHP221182,2024-05-09,21,WH_N2,West,Road,17.247327124375573
SHP221183,2024-01-04,9,WH_S1,West,Road,20.32167445807509
SHP221184,2024-02-23,19,WH_W1,South,Air,20.994957324022508
SHP221185,2024-05-28,5,WH_N2,South,Air,22.441991771688162
SHP221186,2024-06-11,8,WH_S1,West,Road,25.12703415451588
SHP221187,2024-05-30,5,WH_N2,East,Air,22.856494469424863
SHP221188,2024-05-24,0,WH_N2,South,Road,24.102149686140024
SHP221189,2024-04-19,4,WH_N2,North,Air,15.025262977559267
SHP221190,2024-04-19,1,WH_W1,West,Road,29.32779473646015
SHP221191,2024-03-03,20,WH_E1,North,Air,23.623044404266818
SHP221192,2024-04-14,20,WH_S1,West,Road,20.918505984646963
SHP221193,2024-05-28,12,WH_N1,North,Air,22.02155122777328
SHP221194,2024-03-24,4,WH_W2,North,Air,31.262816072609567
SHP221195,2024-05-13,6,WH_E1,West,Air,24.725514942662173
SHP221196,2024-04-12,19,WH_N2,North,Road,29.40407310560151
SHP221197,2024-06-02,6,WH_N1,North,Road,21.6665302917374
SHP221198,2024-06-06,3,WH_N2,West,Road,25.600707279086045
SHP221199,2024-02-02,4,WH_W2,North,Road,26.586456581871513
SHP221200,2024-04-26,5,WH_E1,South,Road,28.28078877400008
SHP221201,2024-05-15,15,WH_N1,North,Air,24.27780388128893
SHP221202,2024-05-01,3,WH_E1,South,Road,28.313645046643728
SHP221203,2024-01-27,6,WH_E1,North,Road,31.748879528780932
SHP221204,2024-02-25,10,WH_E1,East,Road,27.27660467082754
SHP221205,2024-03-09,2,WH_S1,East,Road,27.49230240984981
SHP221206,2024-04-08,5,WH_N1,South,Air,15.977171153591376
SHP221207,2024-05-31,12,WH_W1,South,Road,22.80613341361317
SHP221208,2024-04-04,14,WH_E1,East,Road,19.158232010637366
SHP221209,2024-06-25,15,WH_E1,North,Road,22.05934802748651
SHP221210,2024-01-16,23,WH_W1,North,Road,27.429572666230023
SHP221211,2024-06-21,12,WH_S1,East,Air,27.477055965098593
SHP221212,2024-03-23,19,WH_W2,East,Road,17.463980247013343
SHP221213,2024-05-17,6,WH_E1,North,Road,18.785024213513445
SHP221214,2024-04-16,6,WH_W1,East,Air,24.240381525380712
SHP221215,2024-05-25,5,WH_W1,North,Road,25.698968452511433
SHP221216,2024-06-18,9,WH_E1,North,Road,20.45950673115952
SHP221217,2024-06-22,8,WH_N1,South,Air,19.006331647062296
SHP221218,2024-02-08,10,WH_N2,West,Air,21.47735835988372
SHP221219,2024-03-29,11,WH_S1,South,Air,23.211693265499267
SHP221220,2024-05-11,14,WH_N1,West,Road,22.16746266333944
SHP221221,2024-03-16,4,WH_W2,West,Air,26.877976508046274
SHP221222,2024-03-01,19,WH_E1,North,Road,23.429775823497216
SHP221223,2024-05-21,7,WH_N1,East,Road,22.854727375391736
SHP221224,2024-01-22,8,WH_S1,South,Road,21.384577513803002
SHP221225,2024-03-12,20,WH_S1,North,Road,22.793671936707142
SHP221226,2024-05-16,23,WH_N2,West,Air,26.048843967619767
SHP221227,2024-04-23,10,WH_N1,East,Road,21.831341316431036
SHP221228,2024-03-11,7,WH_N2,West,Road,23.92481559927995
SHP221229,2024-03-16,21,WH_S1,South,Air,27.09456189688664
SHP221230,2024-02-13,8,WH_S1,South,Air,27.291062659925153
SHP221231,2024-04-14,4,WH_W1,North,Air,25.047092761785276
SHP221232,2024-01-15,12,WH_E1,West,Air,21.30409326025757
SHP221233,2024-06-12,16,WH_S1,South,Road,23.67147719853313
SHP221234,2024-03-31,20,WH_S1,South,Road,25.45537172154836
SHP221235,2024-04-07,4,WH_E1,South,Road,21.396536698932056
SHP221236,2024-06-02,14,WH_N1,South,Air,28.318690289447616
SHP221237,2024-03-08,17,WH_S1,East,Road,21.71624885930052
SHP221238,2024-01-14,16,WH_W2,North,Road,26.532030497601234
SHP221239,2024-06-09,11,WH_N1,South,Road,28.006177404617546
SHP221240,2024-02-08,19,WH_N1,South,Road,31.07902943942066
SHP221241,2024-05-27,11,WH_N1,South,Air,22.32707855639121
SHP221242,2024-02-05,12,WH_S1,East,Road,19.816952140211164
SHP221243,2024-06-07,22,WH_E1,North,Air,24.42197181506467
SHP221244,2024-03-23,8,WH_N2,West,Air,32.56030825264628
SHP221245,2024-06-09,9,WH_W2,West,Air,27.691774002012764
SHP221246,2024-02-19,17,WH_N1,South,Road,25.720468507824442
SHP221247,2024-02-10,2,WH_N2,West,Road,25.078026799489955
SHP221248,2024-05-22,6,WH_N2,West,Road,21.297189849102782
SHP221249,2024-02-24,16,WH_N2,West,Air,35.97752192797958
SHP221250,2024-05-08,0,WH_N1,South,Air,23.475549369011596
SHP221251,2024-03-14,18,WH_S1,North,Road,31.577777487797384
SHP221252,2024-01-28,6,WH_W1,North,Air,22.855010010569313
SHP221253,2024-04-21,11,WH_W1,West,Road,24.253868962413545
SHP221254,2024-04-14,22,WH_E1,East,Air,30.202663720041905
SHP221255,2024-05-15,19,WH_N2,East,Road,21.474231085593797
SHP221256,2024-03-13,6,WH_N2,East,Air,24.675372477293614
SHP221257,2024-03-08,0,WH_W1,South,Road,20.271805828356264
SHP221258,2024-04-20,8,WH_N2,South,Road,25.738669395286514
SHP221259,2024-04-08,6,WH_W1,South,Road,28.913188895347144
SHP221260,2024-04-14,18,WH_W1,West,Air,28.740041381061864
SHP221261,2024-05-22,17,WH_N1,South,Air,21.96298777113724
SHP221262,2024-04-10,21,WH_N1,East,Road,17.410713927305284
SHP221263,2024-01-11,22,WH_E1,South,Road,28.741091063466254
SHP221264,2024-05-21,2,WH_W1,East,Air,18.3631743246144
SHP221265,2024-05-15,21,WH_N1,West,Road,29.295014096245566
SHP221266,2024-04-26,20,WH_N1,South,Air,32.01556934500809
SHP221267,2024-02-25,6,WH_S1,West,Road,22.782519234647687
SHP221268,2024-03-19,17,WH_E1,North,Road,24.902899906243324
SHP221269,2024-01-13,23,WH_S1,South,Road,25.02510114270683
SHP221270,2024-03-27,22,WH_N1,East,Road,27.10586109822279
SHP221271,2024-06-11,4,WH_E1,South,Air,23.119074220121167
SHP221272,2024-01-24,14,WH_E1,East,Road,17.668515686959157
SHP221273,2024-06-10,13,WH_W1,North,Road,23.665983915267788
SHP221274,2024-02-17,22,WH_N2,East,Road,21.531510529522507
SHP221275,2024-02-23,13,WH_S1,North,Road,24.25663323031743
SHP221276,2024-06-16,9,WH_E1,North,Road,31.47123114835232
SHP221277,2024-02-09,10,WH_E1,West,Road,21.443945393487997
SHP221278,2024-02-09,6,WH_W2,North,Air,25.07738398307875
SHP221279,2024-01-08,23,WH_N1,North,Road,23.610653711725583
SHP221280,2024-05-23,10,WH_W2,West,Road,25.980056716742908
SHP221281,2024-06-13,16,WH_W1,East,Air,21.285368459698965
SHP221282,2024-06-05,15,WH_W1,East,Road,26.037785828985804
SHP221283,2024-05-11,1,WH_W1,West,Road,26.124661589640596
SHP221284,2024-05-09,21,WH_N2,North,Road,22.979552333155123
SHP221285,2024-01-10,20,WH_N1,South,Road,29.630553610714713
SHP221286,2024-05-23,7,WH_W1,South,Road,22.879614196391064
SHP221287,2024-02-05,6,WH_W1,North,Road,15.96833765161777
SHP221288,2024-01-13,12,WH_N2,North,Air,16.462402144222928
SHP221289,2024-03-24,22,WH_E1,North,Road,21.788965198960973
SHP221290,2024-04-20,2,WH_N2,East,Road,20.538213552093463
SHP221291,2024-03-27,15,WH_S1,West,Air,21.886328381578622
SHP221292,2024-02-26,23,WH_E1,North,Road,24.56363301489054
SHP221293,2024-05-19,3,WH_N1,West,Road,22.407261160632725
SHP221294,2024-02-23,13,WH_N1,West,Road,27.30545733649106
SHP221295,2024-02-06,2,WH_N1,West,Road,20.843800334537086
SHP221296,2024-03-24,7,WH_N1,West,Road,21.516385675052593
SHP221297,2024-04-24,5,WH_N1,South,Road,26.44494537715453
SHP221298,2024-02-20,17,WH_E1,West,Air,23.1836405651997
SHP221299,2024-05-04,18,WH_W1,North,Road,24.803523516350246
SHP221300,2024-04-09,5,WH_S1,North,Road,26.8428585429075
SHP221301,2024-02-04,9,WH_N1,North,Air,26.357314344472673
SHP221302,2024-03-09,19,WH_W2,South,Road,21.140469626500778
SHP221303,2024-04-01,15,WH_W1,West,Road,20.374171736870096
SHP221304,2024-02-01,23,WH_W1,East,Road,15.040805001503326
SHP221305,2024-02-05,0,WH_E1,West,Road,24.89842825554459
SHP221306,2024-03-19,22,WH_W2,North,Road,28.883562848200818
SHP221307,2024-03-18,23,WH_E1,East,Air,21.54225390367714
SHP221308,2024-01-10,0,WH_W1,East,Air,27.80900280063307
SHP221309,2024-05-02,0,WH_E1,North,Air,15.511477690453836
SHP221310,2024-04-16,22,WH_S1,East,Air,23.425370441918208
SHP221311,2024-05-11,8,WH_W2,East,Road,21.516889510416473
SHP221312,2024-03-31,3,WH_S1,North,Air,29.74610243392497
SHP221313,2024-01-22,16,WH_S1,East,Air,25.95110372323363
SHP221314,2024-05-10,11,WH_E1,West,Road,24.5327939442269
SHP221315,2024-01-22,4,WH_E1,South,Road,16.717822307486134
SHP221316,2024-06-22,22,WH_E1,North,Air,25.894750476142733
SHP221317,2024-06-06,5,WH_S1,North,Road,24.088903295767018
SHP221318,2024-03-22,2,WH_S1,North,Road,26.480163850898816
SHP221319,2024-06-02,11,WH_S1,South,Air,17.050423458022365
SHP221320,2024-01-08,14,WH_W1,North,Air,23.33751672792991
SHP221321,2024-04-14,17,WH_W1,North,Road,21.888144379921446
SHP221322,2024-06-04,6,WH_W2,South,Road,19.167059410887187
SHP221323,2024-05-14,21,WH_W2,West,Air,31.334908944941592
SHP221324,2024-02-28,18,WH_W2,East,Road,26.60048613847655
SHP221325,2024-05-23,3,WH_N2,South,Road,18.268299268804057
SHP221326,2024-06-05,2,WH_N1,South,Air,22.81213731365533
SHP221327,2024-02-18,3,WH_N1,South,Road,17.663248135612474
SHP221328,2024-03-07,22,WH_W1,East,Road,25.647293594348234
SHP221329,2024-01-08,21,WH_E1,West,Air,21.990897024917405
SHP221330,2024-04-19,14,WH_N1,East,Road,24.87260092204799
SHP221331,2024-05-12,22,WH_W2,South,Road,17.29106925365035
SHP221332,2024-05-21,13,WH_N1,North,Air,27.950412236361363
SHP221333,2024-05-22,3,WH_E1,North,Road,18.06983518874619
SHP221334,2024-06-28,1,WH_N2,East,Road,27.36838798079307
SHP221335,2024-04-22,9,WH_W1,West,Road,20.36002372126803
SHP221336,2024-04-28,7,WH_E1,North,Air,21.23901960091251
SHP221337,2024-02-16,17,WH_S1,North,Road,20.297949270436646
SHP221338,2024-01-04,13,WH_E1,West,Air,27.76256760644788
SHP221339,2024-04-18,6,WH_N1,West,Road,30.147946181156016
SHP221340,2024-02-18,18,WH_W2,West,Road,16.61679572072366
SHP221341,2024-02-07,2,WH_N1,West,Road,23.957402612461156
SHP221342,2024-04-20,15,WH_S1,South,Road,22.90381266444694
SHP221343,2024-02-15,14,WH_W2,East,Road,22.001406851598443
SHP221344,2024-05-25,2,WH_N1,North,Air,31.094483010887952
SHP221345,2024-03-31,14,WH_W1,South,Air,25.37760297372971
SHP221346,2024-05-01,2,WH_N2,East,Road,24.02713712105752
SHP221347,2024-06-22,10,WH_N2,South,Road,23.163468765165494
SHP221348,2024-03-27,3,WH_N1,South,Road,26.122258530412807
SHP221349,2024-06-15,1,WH_W1,East,Road,16.932531961001292
SHP221350,2024-04-29,16,WH_W2,South,Road,25.519637766051947
SHP221351,2024-01-04,20,WH_E1,East,Air,25.533689779055653
SHP221352,2024-03-06,10,WH_N2,South,Road,21.481685980107496
SHP221353,2024-01-21,11,WH_W2,South,Air,19.8641477629187
SHP221354,2024-04-10,22,WH_N1,East,Air,30.421844321469976
SHP221355,2024-06-10,23,WH_S1,North,Road,22.998068125312287
SHP221356,2024-04-23,23,WH_S1,East,Air,27.92594104792219
SHP221357,2024-06-25,13,WH_N1,South,Air,27.318013068173503
SHP221358,2024-02-20,17,WH_E1,North,Road,23.749832776987894
SHP221359,2024-02-14,4,WH_W2,East,Air,24.105793884550494
SHP221360,2024-06-07,5,WH_W1,East,Road,26.627008111463418
SHP221361,2024-03-07,6,WH_N2,West,Air,22.946859542494867
SHP221362,2024-04-02,4,WH_N2,North,Road,20.9204613998975
SHP221363,2024-06-08,13,WH_W1,North,Road,22.818779029547713
SHP221364,2024-04-30,10,WH_W2,West,Road,26.5298217305778
SHP221365,2024-05-15,0,WH_S1,West,Road,25.124439132669465
SHP221366,2024-01-25,6,WH_N2,North,Air,18.86210590384792
SHP221367,2024-05-19,20,WH_W2,South,Road,16.940460053801356
SHP221368,2024-01-26,16,WH_W1,North,Road,29.790876664963577
SHP221369,2024-02-03,11,WH_E1,North,Road,26.673319834290357
SHP221370,2024-01-09,16,WH_S1,South,Air,32.09174696159339
SHP221371,2024-04-11,3,WH_W2,West,Road,25.034128283544202
SHP221372,2024-06-21,5,WH_W2,West,Air,17.86446700887315
SHP221373,2024-03-13,0,WH_S1,West,Air,19.910163127368396
SHP221374,2024-06-28,10,WH_W1,West,Air,29.105064770523285
SHP221375,2024-02-17,9,WH_W1,North,Air,28.32920649893153
SHP221376,2024-02-14,0,WH_N2,South,Air,16.99672079577156
SHP221377,2024-06-16,21,WH_W2,North,Road,19.053357611378843
SHP221378,2024-04-20,21,WH_E1,South,Air,23.76245551862865
SHP221379,2024-05-06,1,WH_W2,South,Air,25.780705335922235
SHP221380,2024-02-24,20,WH_N2,North,Road,25.2342946421949
SHP221381,2024-06-04,2,WH_E1,West,Air,26.098948984046448
SHP221382,2024-05-05,20,WH_S1,North,Air,27.26855449271019
SHP221383,2024-01-05,8,WH_S1,East,Air,32.81108399304796
SHP221384,2024-01-07,12,WH_E1,East,Road,24.368960161577224
SHP221385,2024-01-19,6,WH_N1,East,Air,25.741435734809677
SHP221386,2024-01-31,23,WH_W2,North,Road,23.77979337086787
SHP221387,2024-02-14,3,WH_N1,East,Road,24.45196426612437
SHP221388,2024-04-17,18,WH_N2,North,Air,25.320463433105257
SHP221389,2024-04-21,8,WH_N2,West,Road,28.3364701411332
SHP221390,2024-05-15,7,WH_E1,South,Road,18.30186560930392
SHP221391,2024-02-28,21,WH_W1,South,Air,20.139098191524333
SHP221392,2024-01-29,8,WH_W1,West,Road,23.95223561278566
SHP221393,2024-05-08,16,WH_E1,North,Air,21.56232334928041
SHP221394,2024-05-16,15,WH_W1,West,Road,15.974516748325255
SHP221395,2024-06-21,5,WH_W2,East,Road,31.975930065640938
SHP221396,2024-02-28,16,WH_E1,North,Air,23.659774627982717
SHP221397,2024-02-26,12,WH_W2,West,Road,24.919400384846142
SHP221398,2024-03-09,3,WH_N1,South,Road,23.18216476495312
SHP221399,2024-02-06,11,WH_W1,South,Air,25.99701711488325
SHP221400,2024-02-18,4,WH_S1,South,Road,24.389588694323955
SHP221401,2024-03-12,2,WH_N2,West,Road,17.948389483681957
SHP221402,2024-04-14,8,WH_W2,North,Road,21.422213367177065
SHP221403,2024-01-24,20,WH_W1,South,Air,26.556635874080936
SHP221404,2024-01-07,4,WH_N1,West,Road,25.361892959344388
SHP221405,2024-04-01,19,WH_N2,East,Road,27.432982156122147
SHP221406,2024-01-28,12,WH_W1,South,Air,17.14977905921942
SHP221407,2024-02-08,2,WH_W2,East,Air,19.08753904513196
SHP221408,2024-01-01,21,WH_E1,West,Air,30.84791801266264
SHP221409,2024-01-09,10,WH_W1,East,Road,18.18140211915481
SHP221410,2024-02-15,15,WH_E1,North,Road,25.927093428155278
SHP221411,2024-01-28,22,WH_N2,West,Road,21.042412153953745
SHP221412,2024-05-24,23,WH_S1,East,Road,20.734504168250538
SHP221413,2024-01-19,21,WH_N2,North,Road,31.219815893736687
SHP221414,2024-03-11,22,WH_S1,East,Road,24.055724347971157
SHP221415,2024-05-30,13,WH_S1,West,Road,27.3548048067912
SHP221416,2024-06-16,1,WH_N2,South,Air,27.25956523499533
SHP221417,2024-03-12,19,WH_E1,West,Road,22.986480943466592
SHP221418,2024-04-16,13,WH_S1,East,Air,19.74468950730978
SHP221419,2024-03-07,18,WH_N1,South,Air,14.114571180352801
SHP221420,2024-06-19,6,WH_E1,East,Road,25.089744122196088
SHP221421,2024-06-07,11,WH_S1,East,Road,23.867006105889423
SHP221422,2024-05-29,9,WH_S1,South,Road,26.779860853519992
SHP221423,2024-03-14,10,WH_S1,East,Road,29.214062418721213
SHP221424,2024-04-05,8,WH_S1,North,Road,14.283212900416915
SHP221425,2024-03-08,6,WH_W2,East,Air,29.898127498040147
SHP221426,2024-03-24,17,WH_E1,East,Road,23.7187808424342
SHP221427,2024-03-07,19,WH_W1,East,Road,22.0537974068422
SHP221428,2024-04-26,20,WH_E1,South,Road,18.325618850932692
SHP221429,2024-03-13,16,WH_W1,North,Road,21.612866013696884
SHP221430,2024-03-28,2,WH_N1,East,Air,19.5235005980659
SHP221431,2024-03-25,20,WH_S1,North,Air,22.938387899442084
SHP221432,2024-04-15,2,WH_S1,West,Road,22.45852187359255
SHP221433,2024-06-13,3,WH_W1,North,Air,19.406127001785247
SHP221434,2024-06-01,2,WH_W2,North,Road,24.719465955644136
SHP221435,2024-05-24,17,WH_E1,East,Air,28.2466072314068
SHP221436,2024-06-19,20,WH_N1,North,Air,16.17479570728898
SHP221437,2024-06-24,20,WH_W2,East,Road,22.564812050803255
SHP221438,2024-01-02,20,WH_S1,North,Road,25.817254150619313
SHP221439,2024-01-01,21,WH_E1,North,Road,18.005877078502298
SHP221440,2024-02-19,17,WH_W1,South,Road,18.47205328921664
SHP221441,2024-05-26,18,WH_N2,North,Road,25.785572344228402
SHP221442,2024-01-07,19,WH_S1,North,Air,19.47104439480447
SHP221443,2024-06-13,22,WH_S1,West,Air,25.816837298409652
SHP221444,2024-03-18,20,WH_N2,North,Road,21.828470031940935
SHP221445,2024-04-16,1,WH_N1,South,Road,21.883588570627644
SHP221446,2024-03-25,23,WH_W2,West,Road,19.05714126152296
SHP221447,2024-05-13,0,WH_W1,South,Road,24.651007346132573
SHP221448,2024-05-27,6,WH_S1,West,Air,26.870155711770696
SHP221449,2024-01-25,8,WH_E1,North,Road,21.300446354521622
SHP221450,2024-03-11,9,WH_W1,East,Road,21.9496799318381
SHP221451,2024-06-08,12,WH_S1,East,Air,27.354362724587315
SHP221452,2024-06-17,16,WH_N1,North,Road,26.209593154084306
SHP221453,2024-06-21,8,WH_N1,North,Road,29.516651906968967
SHP221454,2024-04-14,13,WH_E1,North,Air,28.17652973693463
SHP221455,2024-06-12,14,WH_W2,South,Road,29.001977246377294
SHP221456,2024-05-30,5,WH_E1,East,Road,21.261567069527345
